,filename,gender,race,adult
156,6-6-contempt.jpg,male,cauca,yes
157,6-7-contempt.jpg,male,cauca,yes
158,6-8-disgust.jpg,male,cauca,yes
159,6-9-disgust.jpg,male,cauca,yes
160,7-0-neutral.jpg,female,cauca,yes
161,7-1-happy.jpg,female,cauca,yes
162,7-10-annoyed.jpg,female,cauca,yes
163,7-2-sadness.jpg,female,cauca,yes
164,7-2-sadness_.jpg,female,cauca,yes
165,7-3-surprise.jpg,female,cauca,yes
166,7-4-fear.jpg,female,cauca,yes
167,7-5-anger.jpg,female,cauca,yes
168,7-6-contempt.jpg,female,cauca,yes
169,7-7-contempt.jpg,female,cauca,yes
170,7-7-contempt_.jpg,female,cauca,yes
171,7-8-disgust.jpg,female,cauca,yes
172,7-9-disgust.jpg,female,cauca,yes
173,8-0-neutral.jpg,female,cauca,yes
174,8-1-happy.jpg,female,cauca,yes
175,8-10-tired.jpg,female,cauca,yes
176,8-11-worried.jpg,female,cauca,yes
177,8-2-sadness.jpg,female,cauca,yes
178,8-3-surprise.jpg,female,cauca,yes
179,8-4-fear.jpg,female,cauca,yes
180,8-6-contempt.jpg,female,cauca,yes
181,8-7-contempt.jpg,female,cauca,yes
182,8-8-disgust.jpg,female,cauca,yes
183,8-9-disgust.jpg,female,cauca,yes
184,9-0-neutral.jpg,male,cauca,yes
185,9-1-happy.jpg,male,cauca,yes
186,9-10-jealous.jpg,male,cauca,yes
187,9-11-calm.jpg,male,cauca,yes
188,9-3-surprise.jpg,male,cauca,yes
189,9-4-fear.jpg,male,cauca,yes
190,9-5-anger.jpg,male,cauca,yes
191,9-6-contempt.jpg,male,cauca,yes
192,9-7-contempt.jpg,male,cauca,yes
