,filename,Unnamed: 0,gender,race,adult,expression,valence,arousal
29,12-0-neutral.jpg,29,female,cauca,yes,0.0,-0.01,0.0
30,12-1-happy.jpg,30,female,cauca,yes,1.0,0.92,0.12
31,12-10-friendly.jpg,31,female,cauca,yes,1.0,0.76,-0.55
32,12-11-annoyed.jpg,32,female,cauca,yes,6.0,-0.43,0.62
33,12-3-surprise.jpg,33,female,cauca,yes,3.0,0.24,0.9
34,12-4-fear.jpg,34,female,cauca,yes,4.0,-0.11,0.81
35,12-5-anger.jpg,35,female,cauca,yes,6.0,-0.33,0.89
36,12-6-contempt.jpg,36,female,cauca,yes,7.0,-0.6,0.65
37,12-7-contempt.jpg,37,female,cauca,yes,7.0,-0.53,0.65
38,12-8-disgust.jpg,38,female,cauca,yes,5.0,-0.62,0.46
39,12-9-disgust.jpg,39,female,cauca,yes,5.0,-0.63,0.5
40,13-0-neutral.jpg,40,male,cauca,yes,0.0,0.02,0.05
41,13-1-happy.jpg,41,male,cauca,yes,1.0,0.88,0.32
42,13-10-jealous.jpg,42,male,cauca,yes,6.0,-0.13,0.56
43,13-11-thinking.jpg,43,male,cauca,yes,0.0,0.04,-0.61
44,13-2-sadness.jpg,44,male,cauca,yes,0.0,0.0,0.03
45,13-3-surprise.jpg,45,male,cauca,yes,3.0,0.37,0.87
46,13-3-surprise_.jpg,46,male,cauca,yes,3.0,0.14,0.82
47,13-4-fear.jpg,47,male,cauca,yes,4.0,-0.13,0.79
48,13-5-anger.jpg,48,male,cauca,yes,6.0,-0.42,0.76
49,13-6-contempt.jpg,49,male,cauca,yes,7.0,-0.55,0.64
50,13-7-contempt.jpg,50,male,cauca,yes,7.0,0.09,0.65
51,14-0-neutral.jpg,51,male,cauca,yes,0.0,0.02,0.03
52,14-1-happy.jpg,52,male,cauca,yes,1.0,0.88,0.13
53,14-10-calm.jpg,53,male,cauca,yes,0.0,0.51,-0.18
54,14-3-surprise.jpg,54,male,cauca,yes,3.0,0.16,0.91
55,14-4-fear.jpg,55,male,cauca,yes,4.0,-0.12,0.77
56,14-5-anger.jpg,56,male,cauca,yes,6.0,-0.4,0.79
57,14-6-contempt.jpg,57,male,cauca,yes,0.0,-0.35,0.27
58,14-7-contempt.jpg,58,male,cauca,yes,7.0,-0.59,0.65
59,15-0-neutral.jpg,59,female,cauca,yes,0.0,-0.01,0.0
60,15-1-happy.jpg,60,female,cauca,yes,1.0,0.9,0.12
61,15-10-joy.jpg,61,female,cauca,yes,1.0,0.83,0.33
62,15-11-hoping.jpg,62,female,cauca,yes,7.0,-0.48,0.57
63,15-3-surprise.jpg,63,female,cauca,yes,3.0,0.39,0.89
64,15-5-anger.jpg,64,female,cauca,yes,6.0,-0.43,0.78
65,15-6-contempt.jpg,65,female,cauca,yes,7.0,0.3,0.56
66,15-7-contempt.jpg,66,female,cauca,yes,7.0,-0.58,0.65
67,16-0-neutral.jpg,67,male,cauca,yes,0.0,-0.01,-0.01
68,16-1-hapy.jpg,68,male,cauca,yes,1.0,0.9,-0.19
69,16-2-sadness.jpg,69,male,cauca,yes,2.0,-0.82,-0.36
70,16-3-surprise.jpg,70,male,cauca,yes,4.0,-0.02,0.73
71,16-4-fear.jpg,71,male,cauca,yes,4.0,-0.12,0.77
72,16-5-anger.jpg,72,male,cauca,yes,6.0,-0.4,0.77
73,16-6-contempt.jpg,73,male,cauca,yes,7.0,0.08,0.41
74,16-8-disgust.jpg,74,male,cauca,yes,5.0,-0.65,0.48
75,17-0-neutral.jpg,75,male,cauca,yes,0.0,0.01,-0.02
76,17-1-happy.jpg,76,male,cauca,yes,1.0,0.36,0.07
77,17-2-sadness.jpg,77,male,cauca,yes,2.0,-0.21,-0.18
78,17-3-surprise.jpg,78,male,cauca,yes,3.0,0.46,0.34
79,17-4-fear.jpg,79,male,cauca,yes,2.0,-0.09,-0.32
80,17-5-anger.jpg,80,male,cauca,yes,6.0,-0.39,0.66
81,17-6-contempt.jpg,81,male,cauca,yes,7.0,-0.55,0.66
82,17-8-disgust.jpg,82,male,cauca,yes,5.0,-0.67,0.42
83,18-0-neutral.jpg,83,female,cauca,yes,0.0,0.0,-0.03
84,18-1-happy.jpg,84,female,cauca,yes,1.0,0.84,0.35
85,18-2-sadness.jpg,85,female,cauca,yes,2.0,-0.56,-0.45
86,18-3-surprise.jpg,86,female,cauca,yes,3.0,0.41,0.85
87,18-4-fear.jpg,87,female,cauca,yes,4.0,-0.12,0.79
88,18-5-anger.jpg,88,female,cauca,yes,6.0,-0.4,0.76
89,18-6-contempt.jpg,89,female,cauca,yes,7.0,0.18,0.65
90,18-8-disgust.jpg,90,female,cauca,yes,7.0,0.26,0.55
91,18-9-digust.jpg,91,female,cauca,yes,5.0,-0.68,0.46
92,19-0-neutral.jpg,92,male,cauca,yes,0.0,-0.09,-0.02
93,19-1-happy.jpg,93,male,cauca,yes,1.0,0.55,0.18
94,19-2-sadness.jpg,94,male,cauca,yes,2.0,-0.81,-0.42
95,19-3-surprise.jpg,95,male,cauca,yes,0.0,0.06,0.11
96,19-4-fear.jpg,96,male,cauca,yes,4.0,-0.13,0.8
97,19-5-anger.jpg,97,male,cauca,yes,6.0,-0.34,0.28
98,19-6-contempt.jpg,98,male,cauca,yes,7.0,-0.55,0.64
99,19-8-disgust.jpg,99,male,cauca,yes,5.0,-0.65,0.46
100,19-9-disgust.jpg,100,male,cauca,yes,5.0,-0.67,0.47
101,2-0-neutral.jpg,101,male,cauca,yes,0.0,0.01,0.02
102,2-1-happy.jpg,102,male,cauca,yes,1.0,0.57,0.19
103,2-10-tiredness.jpg,103,male,cauca,yes,0.0,-0.01,-0.96
104,2-11-jealous.jpg,104,male,cauca,yes,0.0,-0.08,0.55
105,2-2-sadness.jpg,105,male,cauca,yes,2.0,-0.81,-0.39
106,2-3-surprise.jpg,106,male,cauca,yes,4.0,-0.01,0.79
107,2-4-fear.jpg,107,male,cauca,yes,4.0,-0.11,0.79
108,2-5-anger.jpg,108,male,cauca,yes,6.0,-0.38,0.79
109,2-6-contempt.jpg,109,male,cauca,yes,7.0,-0.57,0.66
110,2-7-contempt.jpg,110,male,cauca,yes,7.0,-0.57,0.66
111,2-8-disgust.jpg,111,male,cauca,yes,5.0,-0.67,0.49
112,2-9-disgust.jpg,112,male,cauca,yes,5.0,-0.67,0.48
113,3-0-neutral.jpg,113,female,cauca,yes,0.0,0.01,-0.01
114,3-1-happy.jpg,114,female,cauca,yes,1.0,0.91,0.13
115,3-10-tiredness.jpg,115,female,cauca,yes,0.0,-0.03,-0.94
116,3-11-jealous.jpg,116,female,cauca,yes,7.0,0.01,0.55
117,3-2-sadness.jpg,117,female,cauca,yes,2.0,-0.6,-0.18
118,3-3-surprise.jpg,118,female,cauca,yes,3.0,0.41,0.87
119,3-4-fear.jpg,119,female,cauca,yes,4.0,-0.12,0.78
120,3-5-anger.jpg,120,female,cauca,yes,6.0,-0.38,0.78
121,3-5-anger_.jpg,121,female,cauca,yes,6.0,-0.37,0.74
122,3-6-contempt.jpg,122,female,cauca,yes,7.0,-0.57,0.64
123,3-7-contempt.jpg,123,female,cauca,yes,7.0,0.15,0.66
124,3-8-disgust.jpg,124,female,cauca,yes,5.0,-0.68,0.48
125,3-9-disgust.jpg,125,female,cauca,yes,5.0,-0.67,0.49
126,4-0-neutral.jpg,126,female,cauca,yes,0.0,-0.01,0.0
127,4-1-happy.jpg,127,female,cauca,yes,1.0,0.88,-0.05
128,4-10-love.jpg,128,female,cauca,yes,1.0,0.84,-0.16
129,4-11-annoyed.jpg,129,female,cauca,yes,0.0,-0.46,0.66
130,4-2-sadness.jpg,130,female,cauca,yes,2.0,-0.77,-0.45
131,4-3-surprise.jpg,131,female,cauca,yes,3.0,0.39,0.88
132,4-4-fear.jpg,132,female,cauca,yes,4.0,-0.12,0.78
133,4-5-anger.jpg,133,female,cauca,yes,6.0,-0.42,0.77
134,4-6-contempt.jpg,134,female,cauca,yes,7.0,-0.59,0.67
135,4-7-contempt.jpg,135,female,cauca,yes,7.0,-0.58,0.65
136,4-8-disgust.jpg,136,female,cauca,yes,5.0,-0.68,0.49
137,4-9-disgust.jpg,137,female,cauca,yes,5.0,-0.66,0.48
138,5-0-neutral.jpg,138,male,cauca,yes,0.0,0.02,0.03
139,5-1-happy.jpg,139,male,cauca,yes,1.0,0.55,0.16
140,5-10-frienfly.jpg,140,male,cauca,yes,1.0,0.71,-0.59
141,5-11-tired.jpg,141,male,cauca,yes,0.0,-0.06,-0.86
142,5-2-sadness.jpg,142,male,cauca,yes,6.0,-0.42,0.76
143,5-3-surprise.jpg,143,male,cauca,yes,3.0,0.35,0.9
144,5-4-surprise.jpg,144,male,cauca,yes,4.0,-0.02,0.79
145,5-5-anger.jpg,145,male,cauca,yes,6.0,-0.45,0.77
146,5-6-contempt.jpg,146,male,cauca,yes,7.0,0.2,0.65
147,5-7-contempt.jpg,147,male,cauca,yes,7.0,0.3,0.54
148,6-0-neutral.jpg,148,male,cauca,yes,0.0,0.01,0.02
149,6-1-happy.jpg,149,male,cauca,yes,1.0,0.89,0.14
150,6-10-friendly.jpg,150,male,cauca,yes,1.0,0.54,0.17
151,6-11-calm.jpg,151,male,cauca,yes,4.0,-0.11,0.76
152,6-2-sadness.jpg,152,male,cauca,yes,2.0,-0.42,-0.47
153,6-3-surprise.jpg,153,male,cauca,yes,3.0,0.31,0.87
154,6-4-fear.jpg,154,male,cauca,yes,7.0,0.0,0.66
155,6-5-anger.jpg,155,male,cauca,yes,6.0,-0.41,0.77
156,6-6-contempt.jpg,156,male,cauca,yes,7.0,0.28,0.57
157,6-7-contempt.jpg,157,male,cauca,yes,7.0,0.24,0.56
158,6-8-disgust.jpg,158,male,cauca,yes,5.0,-0.66,0.44
159,6-9-disgust.jpg,159,male,cauca,yes,5.0,-0.66,0.47
160,7-0-neutral.jpg,160,female,cauca,yes,0.0,0.0,-0.01
161,7-1-happy.jpg,161,female,cauca,yes,1.0,0.9,0.17
162,7-10-annoyed.jpg,162,female,cauca,yes,2.0,-0.67,-0.56
163,7-2-sadness.jpg,163,female,cauca,yes,2.0,-0.77,-0.26
164,7-2-sadness_.jpg,164,female,cauca,yes,2.0,-0.16,-0.31
165,7-3-surprise.jpg,165,female,cauca,yes,3.0,0.3,0.86
166,7-4-fear.jpg,166,female,cauca,yes,4.0,-0.11,0.83
167,7-5-anger.jpg,167,female,cauca,yes,6.0,-0.41,0.78
168,7-6-contempt.jpg,168,female,cauca,yes,7.0,-0.57,0.66
169,7-7-contempt.jpg,169,female,cauca,yes,7.0,-0.58,0.67
170,7-7-contempt_.jpg,170,female,cauca,yes,7.0,-0.58,0.63
171,7-8-disgust.jpg,171,female,cauca,yes,5.0,-0.69,0.47
172,7-9-disgust.jpg,172,female,cauca,yes,5.0,-0.68,0.43
173,8-0-neutral.jpg,173,female,cauca,yes,0.0,-0.01,-0.02
174,8-1-happy.jpg,174,female,cauca,yes,1.0,0.9,0.11
175,8-10-tired.jpg,175,female,cauca,yes,0.0,-0.03,-0.97
176,8-11-worried.jpg,176,female,cauca,yes,4.0,-0.09,0.76
177,8-2-sadness.jpg,177,female,cauca,yes,2.0,-0.72,-0.37
178,8-3-surprise.jpg,178,female,cauca,yes,3.0,0.39,0.87
179,8-4-fear.jpg,179,female,cauca,yes,4.0,-0.1,0.79
180,8-6-contempt.jpg,180,female,cauca,yes,7.0,-0.56,0.63
181,8-7-contempt.jpg,181,female,cauca,yes,7.0,0.0,0.63
182,8-8-disgust.jpg,182,female,cauca,yes,5.0,-0.68,0.49
183,8-9-disgust.jpg,183,female,cauca,yes,5.0,-0.66,0.46
184,9-0-neutral.jpg,184,male,cauca,yes,0.0,0.0,-0.01
185,9-1-happy.jpg,185,male,cauca,yes,1.0,0.88,0.15
186,9-10-jealous.jpg,186,male,cauca,yes,6.0,-0.4,0.77
187,9-11-calm.jpg,187,male,cauca,yes,0.0,0.71,-0.67
188,9-3-surprise.jpg,188,male,cauca,yes,3.0,0.15,0.92
189,9-4-fear.jpg,189,male,cauca,yes,4.0,-0.12,0.78
190,9-5-anger.jpg,190,male,cauca,yes,6.0,-0.41,0.79
191,9-6-contempt.jpg,191,male,cauca,yes,7.0,0.29,0.53
192,9-7-contempt.jpg,192,male,cauca,yes,7.0,0.23,0.64
